text_asli,stem_text,label
maksud di bikin lgu itu polisi tidak akan bekerja jika tak beri uang tujuan dibikin lagu itu memeberikan kesadaran kepada polri bahwa polri itu mengayomi masyarakat dgn ikhlas tanpa pamrih,maksud bikin lgu polisi kerja tak beri uang tuju bikin lagu memeberikan sadar polri polri ayom masyarakat ikhlas pamrih,positive
kolaborasi beberapa sel telur yang masih dlm proses pembuahan lagi di oplos jadi belum wujud tekarok masih bentuk ovum,kolaborasi sel telur proses buah oplos jadi wujud tekarok bentuk ovum,neutral
astaga dragon sdanai berita duka pun ane gk nemu komen simpati,astaga dragon sdanai berita duka ane nemu komen simpati,neutral
tapi ketutupan kelakuan instansi yang dipimpinnya,tutup laku instansi pimpin,neutral
halo sobat polri polres tuban menggelar kegiatan pembinaan rohani dan mental bagi anggotanya di masjid baitul mu min yang bertujuan untuk meningkatkan kualitas spiritual dan mental para personel polri kegiatan rutin yang dilaksanakan setiap hari kamis itu digelar di masjid,halo sobat polri polres tuban gelar giat bina rohani mental anggota masjid baitul min tuju tingkat kualitas spiritual mental personel polri giat rutin laksana hari kamis gelar masjid,neutral
semoga amal ibadahnya diterima,moga amal ibadah terima,neutral
kesannya ky cut off permasalahan tdk menyelesaikan intinya tpyg bermasalah badan polri yg anti kritik dan,kesan cut off masalah selesai inti tpyg masalah badan polri anti kritik,neutral
tolong kakek rasis ini ditangkap dan diusut ini pasti salah satu penyusup yg ingin indonesia kembali krisis seperti lg pasti ada pemicunya ini ada pihak sakit hati yg mendanai dan saya yakin bapak ini bukan tukang bangunan bahasanya tidak mirip tukang bangunan,kakek ras tangkap usut salah susup indonesia krisis picu pihak sakit hati dana yakin bapak tukang bangun bahasa mirip tukang bangun,negative
sudah tabiatnya mereka akan slalu berbohong dan dusta karena mereka sudah terbiasa sering makan duit haram,tabiat slalu bohong dusta biasa makan duit haram,negative
lha qm itu kerja aja malas kog pinginnya hidup enak uang banyak makan kenyang dan bisa nongkrong sana sini sambil minum kopi perbaiki etos kerjamu bangun dari mimpi masa lalumu hari depan penuh tantangan bangsa lain sdh sdanai bulan kamu bangun tidur kesiangan,lha kerja malas kog pinginnya hidup enak uang makan kenyang nongkrong sana sini minum kopi baik etos kerja bangun mimpi masa lalu hari depan penuh tantang bangsa sdanai bulan bangun tidur siang,neutral
blbi adalah koentjie,blbi koentjie,neutral
sepertinya bakal chaos nkri bom waku ⁹⁸ itu sepertinya akan meledak lagi,seperti bakal chaos nkri bom waku seperti ledak,neutral
opm semakin terdesak aparat tnipolri terus mengejar opm,opm makin desak aparat tnipolri terus kejar opm,neutral
bangke kalian spertinya harus digebuk dlu bru sadar,bangke kalian spertinya gebuk dlu bru sadar,negative
legislator pks usulkan vokalis band sukatani jadi duta polisi untuk kembalikan citra polri,legislator pks usul vokalis band sukatani jadi duta polisi kembali citra polri,neutral
bikin malu pak aja,bikin malu pak,neutral
rakyat indonesia vs pemerintah media nasional tni polri segitu takutnya kah,rakyat indonesia perintah media nasional tni polri segitu takut,negative
katanya penegak hukum tapi malak katanya mau berbenah tapi ga berani pecat anggota bermasalah apa kapolri mikir yang beginian,kata tegak hukum malak kata mau benah berani pecat anggota masalah kapolri mikir begini,negative
tnipolri akan menjaga keamanan di wilayah pegunungan papua,tnipolri jaga aman wilayah gunung papua,positive
mesti di retreat ini mah,mesti retreat mah,neutral
pundung keknya anjir atau gengsi klo mau minta ya,pundung kek anjir gengsi mau minta,negative
kegiatan polri dalam rangka mendukung ketahanan pangan,giat polri rangka dukung tahan pangan,positive
masuk polisi bayar polisi,masuk polisi bayar polisi,negative
aktingnya bagus anda layak dapat oscar,akting bagus layak oscar,positive
pertahankan ajja kapan lagi ony pejabat yg berani senggol pak prabowo trs diangkat jd pejabat mo kocar kacir amburadul gpp pokoke ok gassss,tahan ajja ony jabat berani senggol pak prabowo angkat jabat kocar kacir amburadul gpp pokoke gassss,negative
ternyata masih menjabat ya mana feedback follow up nya ni orang dari kasus sebelumnya gak ada sanksi luar biasa,nyata jabat feedback follow orang kasus belum sanksi luar biasa,neutral
ngurus sapi doang ga becus udah mah punya orang langsung dibikin mati kesannya ga mau ribet bgt,ngurus sapi doang becus mah punya orang langsung bikin mati kesan mau ribet,negative
ternyata bukan oknum polri minta maafnya pada kapolri,nyata oknum polri minta maaf kapolri,negative
masukin psikiater dulu keknya kelainan boti,masukin psikiater dulu kek lain bot,neutral
gak tni gak polri oknumnya sama aja kaya tai,tni polri oknum sama kaya tai,neutral
pernah kehilangan dompet tapi malah disuruh bayar ribu sama polisi kalau mau diproses akhirnya ikhlasin aja kerja yang bener woy gak bisa lo semua,hilang dompet malah suruh bayar sama polisi mau proses akhir ikhlasin kerja bener woy,negative
perut maju pake gelang pake cincin akik jamet ginilah gambaran polisi kerjaan haram dan hina makannya jg dr duit haram polisi kontol,perut maju pake gelang pake cincin akik jamet gin gambar polisi kerja haram hina makan duit haram polisi kontol,negative
daripada jadi duta polri mending balik jadi guru aja guru lebih berjasa daripada duta dutaan,jadi duta polri mending balik jadi guru guru lebih jasa duta duta,neutral
gw pribadi habis rb ke atas buat makan dll nah kalo mau efisiensi ide bagus tuh tni dan polri digaji rb per bulan,pribadi habis atas buat makan nah kalo mau efisiensi ide bagus tni polri gaji per bulan,neutral
iya om pamannya itu namanya abu lahab,iya paman nama abu lahab,positive
bayar polisi,bayar polisi,neutral
gila tuh mosok cuma lurah yg jadi tersangka pagar laut dalangnya gak jd tersangka,gila mosok cuma lurah jadi sangka pagar laut dalang sangka,neutral
jangan menunggu laporan dari luar cari dong kl gitu bubarkan saja kpk alihkan tugas ke polri dan kejaksaan,jangan tunggu lapor luar cari dong bubar kpk alih tugas polri jaksa,neutral
kritikan dan masukan buat kepolisian ri audit serentak dan menyeluruh dr jajaran polsek polres polda hingga mabes kasus² apa saja yg blm terselesaikan misalnya kasusnya pak firli bahuri yg msh menyandang tersangka,kritik masuk buat polisi audit serentak seluruh jajar polsek polres polda mabes kasus blm selesai misal kasus pak firli bahuri msh sandang sangka,neutral
gimana koq menormalisasi dianggap candaan payah ini penyidiknya,gimana koq normalisasi anggap canda payah sidik,neutral
ciduk aja pak merusak pikiran anak bangsa,ciduk pak rusak pikir anak bangsa,negative
yang kadang ga paham dengan syarat masuk tni atau polri mereka ga boleh seorang perokok tapi saat sudah jadi eh mereka justru terang²an merokok di depan publik,paham syarat masuk tni polri orang okok jadi justru terang an rokok depan publik,neutral
gila parah bgt astagfirulloh,gila parah astagfirulloh,negative
polri totalitas untuk indonesia,polri totalitas indonesia,neutral
iyaaa betull buat gantiin bapak jadi polri malah lebih bagus lagi,iyaaa betull buat gantiin bapak jadi polri malah lebih bagus,neutral
tunggu rakyat dan,tunggu rakyat,neutral
staf sumber daya manusia ssdm polri melalui biro sdm polda jawa tengah jateng menggelar acara di simpang lima semarang jateng dalam rangka sosialisasi rekrutmen terpadu polri tahun anggaran,staf sumber daya manusia ssdm polri lalu biro sdm polda jawa tengah jateng gelar acara simpang semarang jateng rangka sosialisasi rekrutmen padu polri tahun anggar,positive
pengen tak tapuk cangkeme,ken tak tapuk cangkeme,neutral
ndak sat sat lelet klu lapor polisi,ndak sat sat lelet klu lapor polisi,neutral
andalan kalah pilpres sakit hati bnyk kok bgt yg g ikut milih tp bisa lihat dg obyektip betapa carut marutnya ini negeri apalagi sejak tutup mata lanjutkan prog diraja diraja mul yg terbukti telah rusak pranata,andal kalah pilpres sakit hati bnyk ikut milih lihat obyektip betapa carut marut negeri tutup mata lanjut prog diraja diraja mul bukti rusak pranata,negative
ini dah video lama dah diselesaikan dgn damai,dah video lama dah selesai damai,positive
mendekati puasa lebaran byak oknum² polisi cari² masalah kriminalisasi masyarat kecilujung punglinyata di lapangan,dekat puasa lebaran byak oknum polisi cari masalah kriminalisasi masyarat kecilujung punglinyata lapang,negative
iya teman counter pulsa di kriminalisasi jutahabis modal usahanya,iya teman counter pulsa kriminalisasi jutahabis modal usaha,negative
untung ada damkar,untung damkar,neutral
masak harus bayar dulu,masak bayar dulu,negative
luar biasa penting banget bahas kewenangan polri dalam konteks hukum yang lebih luas,luar biasa penting bahas wenang polri konteks hukum lebih luas,positive
mbah bund asli tanya ini jd diraja mul sembahanmu reading atau riding motoran wkt itu fotonya sih mul lg motoran klo yg ini izin luruskan ya mbah presiden itu bukan simbol negara bnyk reading mbah biar pinteran klo jd buzzer mul malu ah salah mulu,mbah bund asli tanya diraja mul sembah reading riding motor wkt foto mul motor izin lurus mbah presiden simbol negara bnyk reading mbah biar pinteran buzzer mul malu salah mulu,neutral
jaya selalu polri,jaya polri,neutral
bayar bayar bayar,bayar bayar bayar,negative
anggota polsek tomohon selatan mengedukasi warga memanfaatkan lahan pekarangan untuk dijadikan lahan dapur hidup,anggota polsek tomohon selatan edukasi warga manfaat lahan pekarang jadi lahan dapur hidup,neutral
mm sulit dipercayabuktikan dulu,sulit dipercayabuktikan dulu,neutral
surabaya sebenarnya mdanu pelakunya selalu warga pulau mexico city klo belom viral keluhan warga surabaya yg tiap hr selalu ada korban pencurian motor mgkn ga akan spt ini terima kasih bpk polisi,surabaya benar mdanu laku warga pulau mexico city bom viral keluh warga surabaya tiap korban curi motor mgkn terima kasih bpk polisi,negative
stigma sudah kadung buruk ayooo buktikan dengan tindakan nyata bukan hanya slogan,stigma kadung buruk ayooo bukti tindak nyata slogan,negative
hidup restorative justice semoga bareskrim polri mendukung dan mempercepat terwujudnya pemulihan ekonomi para korban sudah terlalu lama pakbu,hidup restorative justice moga bareskrim polri dukung cepat wujud pulih ekonomi korban lama pakbu,positive
emng persiden benda kau bilang syimbol negarawkwkkkk,emng persiden benda bilang syimbol negarawkwkkkk,neutral
prabowo memang anjing,prabowo anjing,negative
naaah nih benarkah aguan tidak terlibat kalau kasus besar polisi masih tidak bisa profesional dan adil jangan berharap masyarakat akan menerima seribu kebaikan kecil yang sudah polri lakukan,naaah benar aguan libat kasus besar polisi profesional adil jangan harap masyarakat terima ribu baik kecil polri laku,positive
coba kalian baca artikel ini dan temukan kemenhan dan polri yang nggak kena efisiensi itu paling banyak ngabisin duit negara buat apa ya sepatu dan kacamata,coba kalian baca artikel temu kemenhan polri kena efisiensi paling ngabisin duit negara buat sepatu kacamata,neutral
jangan cuma ngemeng aja lu cepat tanggapi dan ciduk yg punya akun jangan sdane umat islam dan,jangan cuma ngemeng cepat tanggap ciduk punya akun jangan sdane umat islam,negative
gw bikin laporan di patroli siber aja gada balesan bikin beberapa laporan di web beberapa hari lalu lewat email juga katanya sih kami akan segera memproses laporan gatau dah diproses apa kaga balesan aja ga ada samsek apalagi ini hallooo,bikin lapor patroli siber gada balesan bikin lapor web hari lalu lewat email kata segera proses lapor gatau dah proses kaga balesan samsek hallooo,negative
waktu itu prabowo bukan presiden ekwkwk,waktu prabowo presiden ekwkwk,neutral
kapolri via kadiv propam wajib periksa kapolda jateng karena melakukan pembiaran dan budaya intimidasi disaat institusi sedang berbenah dan bekerja di era presiden prabowo subianto lihat video kppolrilawcorneroffice,kapolri via kadiv propam wajib periksa kapolda jateng laku biar budaya intimidasi saat institusi benah kerja era presiden prabowo subianto lihat video kppolrilawcorneroffice,neutral
mendengar kasus pertamina terakhir bukan ini yang perlu dilakukan sebagai prioritas,dengar kasus pertamina akhir perlu laku prioritas,neutral
bayar bayar,bayar bayar,negative
lirik lagunya menyesatkan sih biaya untuk membuat sim diatur dalam pp nomor tahun tentang jenis dan tarif atas jenis pnbp yang berlaku pada polri jelas itu peraturan pemerintah,lirik lagu sesat biaya buat sim atur nomor tahun jenis tarif atas jenis pnbp laku polri jelas atur perintah,negative
jalin silaturahmi dengan masyarakat dan tokoh agama anggota satbrimob polda sumbar gelar gerakan subuh berjamaah di masjid alukhuwah komplek mega permai iii kel lubuk buaya kec koto tangah kota padang,jalin silaturahmi masyarakat tokoh agama anggota satbrimob polda sumbar gelar gera subuh jamaah masjid alukhuwah komplek mega permai iii kel lubuk buaya kec koto tangah kota padang,neutral
personel polres bolsel meninjau perkembangan tanaman jagung,personel polres bolsel tinjau kembang tanam jagung,neutral
polisu dan hukum mengkerut dan pembiaran,polisu hukum kerut biar,neutral
polisi tetep taek,polisi tetep taek,neutral
maksudnya utk apa sich tni dan polri itu bukannya menjaga kedaulatan negara dan mengayomi melindungi masyarakat banyak terkesan tni polri jadi pelindung aguan,maksud sich tni polri bukan jaga daulat negara ayom lindung masyarakat kes tni polri jadi lindung aguan,neutral
ahhh itu cuma oknum saja jangan selalu merepotkan pak beserta karena banyak tugas² pengawalan belakangan ini,ahhh cuma oknum jangan repot pak serta tugas awal belakang,negative
mohon ditangkap ini meresahkan skali,mohon tangkap resah skali,negative
ya nnti polri dan kpk juga minta revisi sama substansi nya minta ijin dulu sama ketua kpk dan kapolri makin ruwet saja nih negara,nnti polri kpk minta revisi sama substansi minta ijin dulu sama ketua kpk kapolri makin ruwet negara,neutral
penjahat paham lapor musti bayar,jahat paham lapor musti bayar,negative
halo malu gak,halo malu,neutral
kalo ga ketangkep fix bubarin aja polisi lo gagal ngasih tempat aman,kalo ketangkep fix bubarin polisi gagal ngasih tempat aman,negative
buzzer itu nyata wkwk,buzzer nyata wkwk,negative
kapolres sukabumi akbp dr samian bersama ketua bhayangkari cabang sukabumi memberikan bantuan sosial kepada para nelayan di dermaga palabuhanratu bantuan ini sebagai wujud kepedulian dan dukungan polri terhadap kesejahteraan masyarakat pesisir,kapolres sukabumi akbp sami sama ketua bhayangkari cabang sukabumi beri bantu sosial nelayan dermaga palabuhanratu bantu wujud peduli dukung polri sejahtera masyarakat pesisir,positive
lu apalagi pake banget,pake,neutral
